id,teff,logg,feh,alpha
spec-56571-KP194918N413456V02_sp14-126.fits,4822.16,2.81397,0.252982,0.0600809
spec-56435-KP194045N483045V01_sp04-048.fits,5098.02,3.6087,-0.291737,0.0586928
spec-56096-kepler08B56096_1_sp08-187.fits,4132.49,1.51398,-0.230421,0.170165
spec-56096-kepler08B56096_1_sp09-213.fits,4864.71,3.04071,0.324316,0.0274072
spec-56096-kepler08B56096_2_sp08-187.fits,4990.98,3.16309,-0.0450395,0.0428382
spec-56096-kepler08B56096_1_sp09-215.fits,4935.17,2.94239,0.227199,0.018745
spec-56096-kepler08B56096_2_sp01-120.fits,5614.38,3.89229,-0.258237,0.00441867
spec-56096-kepler08B56096_2_sp07-030.fits,4053.35,1.31552,0.0175281,0.0276041
spec-56435-KP194045N483045V01_sp01-173.fits,4746.91,2.55986,0.00182898,0.0564638
spec-56800-KP194918N413456V_sp10-043.fits,4836.71,2.85993,-0.22168,0.0509149
spec-56096-kepler08B56096_2_sp08-183.fits,4560.94,2.48321,0.416364,0.0444908
spec-56550-KP194045N483045V02_sp11-127.fits,4950.52,2.9952,-0.130289,0.0608485
spec-56096-kepler08B56096_1_sp09-209.fits,4694.39,2.53465,-0.265154,0.245222
spec-56571-KP194918N413456V01_sp14-138.fits,4775.81,2.65121,0.433908,0.0218663
spec-56435-KP194045N483045V01_sp15-021.fits,4683.52,2.47283,0.321153,0.0110358
spec-56571-KP194918N413456V02_sp16-215.fits,4948.23,2.71588,-0.100746,0.0913352
spec-56096-kepler08B56096_2_sp08-191.fits,4853.35,2.59191,-0.0399735,0.0605466
spec-56083-IF04_B56083_sp08-006.fits,5096.03,3.04413,-0.0322665,0.0291249
spec-56550-KP194045N483045V02_sp15-019.fits,4615.25,2.44934,0.0117811,0.06638
spec-56096-kepler08B56096_1_sp08-049.fits,4539.91,1.98787,-0.435213,0.10473
spec-56435-KP194045N483045V01_sp15-112.fits,4756.98,2.6957,0.235962,0.0239361
spec-56571-KP194918N413456V01_sp02-181.fits,4877.57,3.2297,0.38993,0.0484308
spec-56571-KP194918N413456V01_sp16-095.fits,4809.5,2.55701,-0.0280429,0.057038
spec-56096-kepler08B56096_2_sp08-049.fits,4845.88,2.97673,0.0339214,0.048792
spec-56096-kepler08B56096_1_sp08-034.fits,4594.03,2.38387,0.0678231,0.0309527
spec-56096-kepler08B56096_1_sp09-014.fits,4771.03,2.78762,0.114672,0.0341852
spec-56083-IF04_B56083_sp09-223.fits,4865.51,2.83404,0.21891,0.0375246
spec-56096-kepler08B56096_1_sp08-008.fits,4415.23,2.2194,0.208432,0.0529429
spec-56571-KP194918N413456V02_sp02-037.fits,4949.23,3.05759,0.103544,0.0156836
spec-56435-KP194045N483045V01_sp01-003.fits,4830.73,2.61905,-0.055273,0.0260322
spec-56096-kepler08B56096_1_sp09-026.fits,5031.55,2.86906,0.117309,0.0547837
spec-56435-KP194045N483045V01_sp15-131.fits,4560.14,2.16249,0.11439,0.0199455
spec-56083-IF04_B56083_sp09-089.fits,4906.17,2.73219,0.0202342,0.013176
spec-56571-KP194918N413456V02_sp10-220.fits,4896.9,3.04938,0.0240922,0.0701569
spec-56571-KP194918N413456V02_sp02-180.fits,4851.95,2.78785,0.065665,0.0551755
spec-56096-kepler08B56096_2_sp09-009.fits,4610.17,2.65247,0.00257491,0.10466
spec-56571-KP194918N413456V01_sp16-090.fits,4872.78,3.02417,0.0914828,0.0213976
spec-56096-kepler08F56096_sp08-028.fits,5012.61,3.13526,0.0468256,0.0479047
spec-56571-KP194918N413456V01_sp02-193.fits,4934.38,2.99543,0.281055,0.0417798
spec-56571-KP194918N413456V02_sp02-047.fits,4973.64,2.70117,0.188655,0.0216989
spec-56083-IF04_B56083_sp12-150.fits,4778.8,2.73037,-0.161776,0.0624842
spec-56096-kepler08B56096_1_sp08-011.fits,4726.18,2.6568,0.276932,0.0302215
spec-56096-kepler08B56096_1_sp09-002.fits,4226.47,1.67411,0.0197736,0.00497963
spec-56435-KP194045N483045V01_sp01-014.fits,4029.83,1.14593,-0.393872,0.234837
spec-56571-KP194918N413456V01_sp02-032.fits,4856.04,2.86495,0.0685789,0.0375641
spec-56096-kepler08B56096_1_sp08-028.fits,4984.31,2.91035,0.146638,0.030876
spec-56435-KP194045N483045V01_sp01-097.fits,4507.72,2.40657,-0.0175983,0.129647
spec-56571-KP194918N413456V01_sp02-046.fits,4822.65,2.71988,0.15931,0.0377559
spec-56096-kepler08B56096_1_sp09-204.fits,4697.68,2.83655,0.161009,0.0660662
spec-56571-KP194918N413456V02_sp14-079.fits,4832.92,2.92266,0.10593,0.0322527
spec-56571-KP194918N413456V02_sp02-046.fits,4308.19,1.86184,0.0415544,0.0179853
spec-56571-KP194918N413456V02_sp16-081.fits,5029.65,2.9238,-0.164144,0.0542306
spec-56571-KP194918N413456V02_sp02-040.fits,4500.64,2.10889,0.0801567,0.01418
spec-56571-KP194918N413456V02_sp02-032.fits,4785.08,2.61552,0.143063,0.0593962
spec-56096-kepler08B56096_2_sp08-032.fits,4790.96,2.7006,0.13509,0.0191761
spec-56435-KP194045N483045V01_sp15-144.fits,4134.78,1.51113,0.309106,-0.00155955
spec-56096-kepler08B56096_1_sp09-020.fits,4817.87,2.67653,0.112036,0.0265927
spec-56096-kepler08B56096_2_sp08-038.fits,4159.2,1.59884,0.0264484,-0.00976214
spec-56083-IF04_B56083_sp12-052.fits,4739.44,2.71748,0.321538,0.0372592
spec-56083-IF04_B56083_sp12-084.fits,4587.35,2.63342,0.290951,0.0623684
spec-56571-KP194918N413456V01_sp02-049.fits,4682.03,2.52233,0.0491416,0.0386064
spec-56096-kepler08B56096_2_sp09-020.fits,4221.39,1.66829,0.0569183,-0.00781501
spec-56550-KP194045N483045V02_sp04-209.fits,4579.77,2.38341,0.239131,0.047026
spec-56096-kepler08B56096_2_sp08-121.fits,4865.51,2.63468,-0.19652,0.118321
spec-56096-kepler08B56096_2_sp12-237.fits,4786.48,2.63787,0.23026,0.0681464
spec-56571-KP194918N413456V02_sp02-049.fits,4030.43,1.19052,-0.165439,0.0606283
spec-56096-kepler08B56096_1_sp08-015.fits,4199.36,1.67525,-0.08075,0.0579084
spec-56096-kepler08B56096_2_sp08-026.fits,4650.83,2.50169,0.0799551,0.0398497
spec-56571-KP194918N413456V01_sp16-099.fits,4839.99,2.63468,0.107654,0.0236211
spec-56096-kepler08B56096_1_sp08-018.fits,4582.17,2.26183,0.0423664,0.0118921
spec-56435-KP194045N483045V01_sp15-108.fits,4158.3,0.744454,-1.45077,0.283009
spec-56096-kepler08B56096_2_sp08-245.fits,4821.56,3.04778,0.215359,0.0463661
spec-56571-KP194918N413456V02_sp16-035.fits,4927.6,2.8564,0.124828,0.0426777
spec-56096-kepler08B56096_2_sp08-048.fits,4979.42,2.97821,0.0639334,0.048462
spec-56096-kepler08B56096_1_sp09-042.fits,4738.94,2.6738,0.26325,0.0365733
spec-56096-kepler08B56096_1_sp09-024.fits,4712.33,2.58951,-0.380558,0.217695
spec-56083-IF04_B56083_sp08-035.fits,5262.57,3.19674,0.146472,-0.00370709
spec-56096-kepler08B56096_2_sp09-011.fits,4907.57,2.8929,0.189526,0.0143194
spec-56083-IF04_B56083_sp08-127.fits,4887.14,3.177,0.11055,0.00658467
spec-56550-KP194045N483045V02_sp15-106.fits,4780.6,2.57719,0.193724,0.0230715
spec-56096-kepler08B56096_1_sp08-249.fits,4791.46,2.6722,0.165447,0.0280271
spec-56096-kepler08B56096_1_sp09-011.fits,4819.96,2.60582,-0.12766,0.0519244
spec-56096-kepler08B56096_1_sp08-229.fits,4603.1,2.52119,-0.0570382,0.082398
spec-56571-KP194918N413456V02_sp10-171.fits,4711.23,2.76744,-0.245989,0.220734
spec-56571-KP194918N413456V01_sp03-118.fits,4809.5,2.72558,0.109867,0.019194
spec-56435-KP194045N483045V01_sp11-228.fits,5197.39,3.51814,0.106227,0.0265714
spec-56096-kepler08B56096_2_sp09-012.fits,4246.0,1.97533,0.175403,0.0922884
spec-56096-kepler08B56096_1_sp08-047.fits,4900.19,3.07014,0.099108,0.0296242
spec-56435-KP194045N483045V01_sp15-038.fits,4451.41,2.08904,0.178461,0.00542109
spec-56096-kepler08B56096_2_sp08-047.fits,4749.9,2.72159,-0.058985,0.0717137
spec-56096-kepler08B56096_1_sp12-249.fits,4730.96,2.54971,-0.226663,0.172148
spec-56083-IF04_B56083_sp12-061.fits,4692.39,2.51446,-0.192015,0.0691961
spec-56550-KP194045N483045V02_sp04-087.fits,4449.62,2.03532,0.0143627,-0.00311778
spec-56096-kepler08B56096_1_sp08-128.fits,4619.94,2.43063,0.0708552,0.0347693
spec-56571-KP194918N413456V01_sp16-038.fits,4817.47,2.65646,-0.0874181,0.0597095
spec-56435-KP194045N483045V01_sp04-086.fits,4817.37,2.72432,-0.0649897,0.0633657
spec-56550-KP194045N483045V02_sp11-218.fits,4855.54,2.68018,-0.187194,0.0713261
spec-56571-KP194918N413456V01_sp02-212.fits,5302.33,3.83479,0.16486,0.043898
spec-56096-kepler08B56096_1_sp08-036.fits,5028.66,3.07071,-0.118609,0.0367186
spec-56435-KP194045N483045V01_sp09-158.fits,5088.16,3.55532,-0.432265,0.252724
spec-56083-IF04_B56083_sp09-231.fits,4828.13,2.71303,-0.0502019,0.0533816
spec-56550-KP194045N483045V02_sp09-160.fits,4823.25,2.56727,-0.141307,0.0877256
spec-56083-IF04_B56083_sp12-078.fits,4558.45,2.25989,0.0257831,0.025989
spec-56435-KP194045N483045V01_sp04-215.fits,4811.79,2.60194,0.0105905,0.0485692
spec-56571-KP194918N413456V02_sp02-210.fits,4495.86,2.28932,0.19971,0.0751088
spec-56096-kepler08B56096_1_sp09-141.fits,4604.49,2.20218,-0.259447,0.0423141
spec-56571-KP194918N413456V02_sp03-110.fits,5147.46,3.24293,-0.250641,0.233437
spec-56435-KP194045N483045V01_sp09-164.fits,4986.6,2.81762,-0.0124191,0.0561882
spec-56435-KP194045N483045V01_sp08-153.fits,4722.29,3.05154,0.178066,0.142895
spec-56096-kepler08B56096_2_sp08-138.fits,4834.51,3.03717,0.406218,0.0796604
spec-56800-KP194918N413456V_sp16-075.fits,4685.92,2.89529,0.371325,0.0487665
spec-56550-KP194045N483045V02_sp09-173.fits,5043.01,2.75979,-0.362372,0.113958
spec-56550-KP194045N483045V02_sp09-093.fits,4791.16,2.63262,0.0299536,0.0328447
spec-56571-KP194918N413456V02_sp03-116.fits,4953.71,2.97878,-0.129032,0.056406
spec-56435-KP194045N483045V01_sp04-069.fits,4546.19,2.42014,0.346465,0.0777652
spec-56096-kepler08B56096_2_sp12-232.fits,4959.89,2.94171,0.166182,0.0164507
spec-56096-kepler08B56096_2_sp08-146.fits,4930.59,2.91582,0.314234,0.00439228
spec-56096-kepler08B56096_1_sp08-057.fits,4957.5,2.89073,0.222379,-0.0122088
spec-56550-KP194045N483045V02_sp09-088.fits,4875.77,2.66194,-0.1009,0.0528155
spec-56550-KP194045N483045V02_sp09-159.fits,5367.41,3.89379,0.266873,0.0977477
spec-56435-KP194045N483045V01_sp04-250.fits,4956.9,3.20746,0.129545,0.0599594
spec-56550-KP194045N483045V02_sp08-198.fits,4820.56,2.43873,0.0570484,0.0511202
spec-56435-KP194045N483045V01_sp11-048.fits,4983.41,3.09945,-0.155502,0.0725178
spec-56550-KP194045N483045V02_sp09-085.fits,4658.31,2.71075,0.144122,0.0626903
spec-56550-KP194045N483045V02_sp08-157.fits,4801.62,2.62008,-0.0481592,0.0725572
spec-56096-kepler08B56096_2_sp06-243.fits,4104.68,1.45342,0.262195,-0.0105359
spec-56571-KP194918N413456V01_sp02-231.fits,4840.19,2.63114,-0.0483431,0.0712697
spec-56550-KP194045N483045V02_sp08-160.fits,4599.11,2.71737,0.361994,0.0639522
spec-56096-kepler08B56096_1_sp08-063.fits,4643.16,2.60776,-0.143319,0.124285
spec-56571-KP194918N413456V02_sp16-229.fits,4661.4,2.88582,0.351654,0.0494079
spec-56096-kepler08B56096_1_sp12-026.fits,4106.57,1.27697,-0.61051,0.201159
spec-56435-KP194045N483045V01_sp09-081.fits,4979.22,2.99942,0.233675,0.0129107
spec-56571-KP194918N413456V02_sp02-221.fits,4577.68,2.12964,-0.188566,0.0736803
spec-56096-kepler08B56096_1_sp06-240.fits,4305.1,1.68574,-0.275924,0.226996
spec-56571-KP194918N413456V02_sp15-061.fits,4884.54,2.66524,-0.096053,0.0332204
spec-56435-KP194045N483045V01_sp09-153.fits,4775.51,2.67345,0.0552006,0.0571269
spec-56096-kepler08B56096_1_sp06-248.fits,4646.85,2.62532,0.0776587,0.100324
spec-56571-KP194918N413456V01_sp02-017.fits,5071.21,2.9554,0.0815993,0.028556
spec-56571-KP194918N413456V02_sp15-057.fits,4830.83,2.6308,-0.196426,0.070045
spec-56096-kepler08B56096_2_sp09-235.fits,4897.9,2.9278,-0.126681,0.0246959
spec-56571-KP194918N413456V02_sp02-249.fits,4728.57,2.73345,0.0715995,0.0499826
spec-56571-KP194918N413456V01_sp15-089.fits,4580.47,2.29251,-0.432681,0.168798
spec-56435-KP194045N483045V01_sp09-077.fits,5711.45,3.87269,-0.0245276,0.0492417
spec-56083-IF04_B56083_sp07-209.fits,4599.71,2.36574,-0.123182,0.049798
spec-56096-kepler08B56096_2_sp12-048.fits,5127.62,2.88617,-0.0528229,0.0137592
spec-56096-kepler08B56096_1_sp06-022.fits,4857.73,2.63103,-0.274892,0.0970376
spec-56571-KP194918N413456V01_sp15-055.fits,4379.75,2.07091,-0.300748,0.229049
spec-56550-KP194045N483045V02_sp11-039.fits,4501.34,2.57275,0.363324,0.0473806
spec-56096-kepler08B56096_1_sp07-199.fits,4806.41,2.57092,0.256577,0.0146085
spec-56571-KP194918N413456V02_sp16-153.fits,4921.52,2.70573,-0.129699,0.0453363
spec-56550-KP194045N483045V02_sp08-213.fits,4774.02,2.54263,0.166439,0.031441
spec-56571-KP194918N413456V02_sp02-002.fits,4772.02,3.00353,0.214488,0.0724611
spec-56435-KP194045N483045V01_sp04-110.fits,4730.17,2.49587,-0.0350659,0.166245
spec-56800-KP194918N413456V_sp16-246.fits,4066.51,1.49584,0.0691957,0.032983
spec-56571-KP194918N413456V01_sp15-069.fits,4686.41,2.50648,0.228683,0.0486094
spec-56571-KP194918N413456V01_sp16-154.fits,4648.64,2.34977,-0.0991847,0.0678312
spec-56096-kepler08B56096_2_sp07-189.fits,4768.54,2.74884,-0.0417939,0.101083
spec-56550-KP194045N483045V02_sp11-107.fits,4828.43,2.72877,0.118291,0.060942
spec-56550-KP194045N483045V02_sp08-194.fits,4907.87,2.95004,-0.415338,0.0895694
spec-56096-kepler08B56096_2_sp13-160.fits,4627.71,2.68805,0.146563,0.0642813
spec-56096-kepler08B56096_1_sp12-021.fits,4286.27,1.63419,-0.31628,0.0615345
spec-56435-KP194045N483045V01_sp11-071.fits,4770.43,2.65156,0.197649,0.0369384
spec-56435-KP194045N483045V01_sp08-230.fits,4598.51,2.51903,-0.369519,0.270243
spec-56083-IF04_B56083_sp07-225.fits,4644.66,2.29183,-0.0758101,0.0238114
spec-56571-KP194918N413456V01_sp15-171.fits,4532.24,2.01559,-0.46838,0.132645
spec-56096-kepler08B56096_2_sp13-154.fits,5058.36,2.72706,-0.72803,0.300098
spec-56435-KP194045N483045V01_sp08-012.fits,4908.76,2.85868,0.174352,0.0127906
spec-56550-KP194045N483045V02_sp08-208.fits,4206.94,1.60785,-0.0460203,0.0532909
spec-56435-KP194045N483045V01_sp08-049.fits,4790.66,2.73824,-0.00928711,0.0904917
spec-56096-kepler08B56096_1_sp06-087.fits,4760.46,2.6162,0.192286,0.0318769
spec-56571-KP194918N413456V01_sp02-004.fits,4768.54,2.55461,-0.0522499,0.0563053
spec-56435-KP194045N483045V01_sp08-240.fits,4585.06,2.29799,-0.394936,0.113506
spec-56096-kepler08B56096_2_sp13-175.fits,5206.46,3.62569,0.104982,0.0400225
spec-56096-kepler08B56096_1_sp12-164.fits,5063.14,3.36246,0.0461089,0.0322436
spec-56571-KP194918N413456V01_sp15-155.fits,5012.51,2.96281,0.137244,0.0363139
spec-56435-KP194045N483045V01_sp09-064.fits,4678.74,2.56225,0.214457,0.0348532
spec-56096-kepler08B56096_1_sp06-082.fits,4736.94,2.66798,-0.308851,0.103635
spec-56571-KP194918N413456V01_sp15-173.fits,4847.77,2.92141,0.185695,0.0132172
spec-56096-kepler08B56096_2_sp13-168.fits,4751.39,2.64654,0.243102,0.0247706
spec-56435-KP194045N483045V01_sp11-037.fits,4764.45,2.74907,-0.240313,0.0808887
spec-56096-kepler08B56096_1_sp13-159.fits,4840.09,2.68075,-0.0259717,0.0391779
spec-56571-KP194918N413456V01_sp16-150.fits,4992.68,3.19229,-0.0575464,0.0321007
spec-56550-KP194045N483045V02_sp09-009.fits,4745.51,2.38364,-0.285035,0.0939287
spec-56435-KP194045N483045V01_sp08-215.fits,4922.62,2.90487,0.208091,0.0152391
spec-56435-KP194045N483045V01_sp11-044.fits,4057.94,1.50976,0.120649,0.0382627
spec-56550-KP194045N483045V02_sp11-044.fits,4791.46,2.68623,-0.00626081,0.0609031
spec-56435-KP194045N483045V01_sp09-221.fits,4669.07,2.57069,-0.42233,0.245682
spec-56571-KP194918N413456V01_sp15-079.fits,5025.97,3.4797,0.174741,0.0474112
spec-56571-KP194918N413456V02_sp15-243.fits,4852.25,2.81477,0.0188507,0.0688099
spec-56435-KP194045N483045V01_sp07-024.fits,5406.88,3.84999,-0.0391906,0.137741
spec-56550-KP194045N483045V02_sp08-017.fits,4696.38,2.63684,-0.00877631,0.0292959
spec-56550-KP194045N483045V02_sp07-112.fits,4653.43,2.55872,0.118901,0.0650154
spec-56435-KP194045N483045V01_sp07-105.fits,4632.4,2.58267,0.133373,0.0855007
spec-56435-KP194045N483045V01_sp08-233.fits,4687.91,2.63764,0.198176,0.0152234
spec-56435-KP194045N483045V01_sp08-234.fits,5924.03,3.84309,-0.808797,0.113127
spec-56550-KP194045N483045V02_sp07-015.fits,4578.38,2.31076,-0.00213382,0.0376519
spec-56550-KP194045N483045V02_sp08-125.fits,4833.32,2.85457,0.0480319,0.0771249
spec-56435-KP194045N483045V01_sp08-122.fits,5029.16,3.19742,-0.0645196,0.0595326
spec-56550-KP194045N483045V02_sp07-104.fits,4997.36,2.94182,0.0723047,0.0500371
spec-56435-KP194045N483045V01_sp07-112.fits,5007.43,2.85777,0.0807328,0.0238133
spec-56571-KP194918N413456V01_sp16-104.fits,4920.82,2.80735,0.187012,0.0114385
spec-56571-KP194918N413456V02_sp01-241.fits,4278.89,1.463,-0.26314,0.0815537
spec-56096-kepler08B56096_1_sp12-172.fits,4878.86,2.716,-0.130679,0.0418401
spec-56435-KP194045N483045V01_sp09-055.fits,4908.06,3.33189,0.370043,0.064262
spec-56435-KP194045N483045V01_sp08-125.fits,4782.19,2.43041,-0.0032366,0.0772772
spec-56550-KP194045N483045V02_sp09-062.fits,4778.7,2.88503,0.304989,0.0496354
spec-56550-KP194045N483045V02_sp08-244.fits,4869.59,2.83461,0.178347,0.0237672
spec-56571-KP194918N413456V01_sp11-154.fits,5016.4,2.99885,0.143,0.0308479
spec-56096-kepler08B56096_1_sp13-113.fits,4775.11,2.76093,0.299459,0.0200208
spec-56571-KP194918N413456V01_sp11-013.fits,4645.15,2.49964,0.101846,0.0475534
spec-56571-KP194918N413456V01_sp01-246.fits,4681.83,2.5172,0.235449,0.00754247
spec-56096-kepler08B56096_2_sp13-125.fits,4758.17,3.16298,0.305798,0.0618207
spec-56096-kepler08B56096_2_sp06-099.fits,4654.32,2.61244,0.358031,0.0778405
spec-56550-KP194045N483045V02_sp08-105.fits,4930.69,2.99942,-0.15948,0.0714574
spec-56096-kepler08B56096_1_sp13-222.fits,4740.53,2.62202,0.294139,0.00890718
spec-56550-KP194045N483045V02_sp07-020.fits,4832.82,3.42462,-9999.0,0.0398329
spec-56096-kepler08B56096_2_sp12-103.fits,4787.57,2.68919,0.135551,0.0442971
spec-56083-IF04_B56083_sp07-090.fits,4631.5,2.55815,0.240763,0.0517365
spec-56800-KP194918N413456V_sp04-166.fits,4899.29,2.75432,-0.0670458,0.030393
spec-56571-KP194918N413456V01_sp01-026.fits,4850.76,2.64106,0.0358686,0.029005
spec-56435-KP194045N483045V01_sp07-020.fits,4233.84,1.5239,0.0830982,0.0242524
spec-56096-kepler08B56096_2_sp06-206.fits,4851.76,2.69741,0.0410269,0.0486929
spec-56083-IF04_B56083_sp13-077.fits,5367.61,3.78979,-0.147067,0.0415397
spec-56096-kepler08B56096_2_sp13-110.fits,4799.33,2.84727,-0.121166,0.0627649
spec-56591-KP195920N454621V3_sp14-109.fits,4786.87,2.59122,-0.0692874,0.0711525
spec-56435-KP194045N483045V01_sp07-110.fits,5033.74,3.28444,-0.288887,0.0760532
spec-56435-KP194045N483045V01_sp08-113.fits,4814.68,2.7988,-0.0178621,0.0581123
spec-56550-KP194045N483045V02_sp09-049.fits,4755.08,2.66148,-0.361433,0.236734
spec-56571-KP194918N413456V02_sp04-162.fits,4946.53,3.32653,0.17373,0.0662687
spec-56571-KP194918N413456V02_sp16-113.fits,4871.99,3.08416,-0.0772064,0.0793413
spec-56435-KP194045N483045V01_sp07-010.fits,4991.08,3.03592,0.287034,0.03359
spec-56096-kepler08B56096_2_sp13-203.fits,4739.53,2.45869,0.179353,0.033631
spec-56435-KP194045N483045V01_sp09-187.fits,4975.94,3.29459,0.132873,0.0671932
spec-56435-KP194045N483045V01_sp08-126.fits,4933.68,3.00638,-0.121154,0.0738972
spec-56561-KP195920N454621V01_sp14-109.fits,4881.16,2.78865,0.199779,0.0123692
spec-56096-kepler08B56096_2_sp13-094.fits,4872.48,2.74656,-0.567753,0.114006
spec-56435-KP194045N483045V01_sp09-063.fits,4851.26,2.58529,-0.201502,0.09192
spec-56550-KP194045N483045V02_sp09-037.fits,4790.96,2.57183,0.0513675,0.0321651
spec-56550-KP194045N483045V02_sp12-087.fits,4081.86,1.34655,-0.411723,0.229015
spec-56571-KP194918N413456V02_sp04-190.fits,5026.56,3.25308,-0.0520145,0.0457749
spec-56550-KP194045N483045V02_sp07-242.fits,4712.23,2.6389,0.0657338,0.0443053
spec-56561-KP195920N454621V01_sp14-101.fits,4676.95,2.57195,0.362987,0.0433159
spec-56571-KP194918N413456V02_sp11-167.fits,4614.86,2.73618,0.285569,0.0426348
spec-56550-KP194045N483045V02_sp08-052.fits,4828.04,2.66764,-0.00333244,0.0544278
spec-56583-KP195920N454621V03_sp10-184.fits,4925.61,3.05189,0.00310746,0.0542078
spec-56561-KP195920N454621V01_sp14-106.fits,4626.92,2.42356,0.186189,0.082618
spec-56550-KP194045N483045V02_sp12-070.fits,4960.59,3.20597,-0.0505827,0.0619518
spec-56435-KP194045N483045V01_sp12-249.fits,4598.81,2.4174,0.0599278,0.131422
spec-56435-KP194045N483045V01_sp09-032.fits,5005.93,2.95289,0.243429,0.0122714
spec-56550-KP194045N483045V02_sp08-150.fits,4682.73,2.6357,0.277768,0.036402
spec-56591-KP195920N454621V3_sp14-014.fits,4876.07,2.72535,0.250566,0.0217948
spec-56435-KP194045N483045V01_sp09-195.fits,4981.32,3.22217,-0.0966384,0.0594881
spec-56571-KP194918N413456V02_sp15-025.fits,5046.7,2.88753,0.0476406,0.0272185
spec-56591-KP195920N454621V3_sp14-013.fits,5002.65,3.02109,0.193046,0.0219492
spec-56435-KP194045N483045V01_sp09-199.fits,4674.85,2.59635,0.132061,0.0433612
spec-56096-kepler08B56096_2_sp13-129.fits,4722.39,2.5732,0.349191,0.0110317
spec-56096-kepler08B56096_2_sp12-225.fits,4779.7,2.76846,-0.066806,0.0414173
spec-56435-KP194045N483045V01_sp08-055.fits,4120.73,1.74152,0.0899458,0.00109439
spec-56571-KP194918N413456V01_sp04-020.fits,4236.44,1.61207,-0.150368,0.0238801
spec-56571-KP194918N413456V01_sp05-162.fits,4098.1,1.32408,-0.173051,0.03345
spec-56550-KP194045N483045V02_sp08-092.fits,4688.91,2.7509,0.114662,0.0679903
spec-56561-KP195920N454621V01_sp14-001.fits,4690.0,2.45846,0.165512,0.044878
spec-56571-KP194918N413456V01_sp11-096.fits,4933.48,2.77017,-0.0535133,0.0572656
spec-56435-KP194045N483045V01_sp12-228.fits,4890.92,2.73824,-0.155889,0.0661643
spec-56550-KP194045N483045V02_sp09-196.fits,4886.04,2.89198,-0.2064,0.0973173
spec-56096-kepler08B56096_1_sp13-095.fits,4734.15,2.59122,0.161994,0.0512111
spec-56435-KP194045N483045V01_sp07-201.fits,4918.93,3.05622,0.0978136,0.0533246
spec-56096-kepler08B56096_1_sp13-134.fits,4884.25,3.2427,0.0815484,0.068228
spec-56571-KP194918N413456V02_sp05-174.fits,4323.34,2.01148,0.0688837,0.0203191
spec-56550-KP194045N483045V02_sp07-059.fits,4861.42,2.9351,0.0874488,0.056027
spec-56561-KP195920N454621V01_sp14-192.fits,4793.05,2.53784,-0.0316202,0.0388938
spec-56561-KP195920N454621V01_sp14-212.fits,4807.8,2.68817,0.179555,0.0388204
spec-56571-KP194918N413456V01_sp15-223.fits,4369.29,1.71871,-0.0716346,0.0321065
spec-56435-KP194045N483045V01_sp07-059.fits,4819.17,2.96737,0.160786,0.055663
spec-56583-KP195920N454621V03_sp16-018.fits,4809.1,2.56442,0.0398899,0.0289008
spec-56550-KP194045N483045V02_sp09-176.fits,4774.32,2.71018,-0.136705,0.0819574
spec-56571-KP194918N413456V02_sp11-077.fits,4945.24,2.90556,0.113507,0.0186415
spec-56591-KP195920N454621V3_sp16-009.fits,4757.27,2.54834,0.214409,0.0236765
spec-56571-KP194918N413456V01_sp05-027.fits,5035.73,3.08223,0.00200377,0.0239801
spec-56571-KP194918N413456V01_sp04-016.fits,4726.58,2.53773,0.172354,0.00107871
spec-56561-KP195920N454621V02_sp14-204.fits,4662.0,2.47831,-0.164923,0.0757657
spec-56435-KP194045N483045V01_sp12-046.fits,4686.12,2.54788,-0.372093,0.12937
spec-56096-kepler08B56096_1_sp13-005.fits,4254.87,1.76764,0.0794801,0.0322641
spec-56561-KP195920N454621V02_sp02-163.fits,4886.64,2.8037,0.102747,0.0347781
spec-56571-KP194918N413456V02_sp05-044.fits,4901.89,2.95391,0.0464311,0.0520267
spec-56083-IF04_B56083_sp12-222.fits,4944.74,3.01311,0.18833,0.0289094
spec-56561-KP195920N454621V01_sp02-156.fits,4354.94,1.94807,0.0337004,0.00383807
spec-56571-KP194918N413456V02_sp05-040.fits,4714.32,2.42983,0.075095,0.059261
spec-56435-KP194045N483045V01_sp09-235.fits,4279.89,1.90096,-0.387185,0.236609
spec-56561-KP195920N454621V02_sp14-213.fits,4815.68,2.66787,-0.144638,0.0769032
spec-56571-KP194918N413456V01_sp11-144.fits,5774.63,3.90099,-0.0466836,0.0401027
spec-56591-KP195920N454621V3_sp14-127.fits,4980.62,2.63023,-0.594437,0.263239
spec-56096-kepler08B56096_2_sp13-061.fits,5025.77,3.38093,0.27078,0.00961698
spec-56550-KP194045N483045V02_sp09-200.fits,4863.91,3.04858,-0.144749,0.0454179
spec-56435-KP194045N483045V01_sp07-065.fits,4757.57,2.69638,-0.140895,0.0653919
spec-56591-KP195920N454621V3_sp16-022.fits,4696.28,2.67288,0.248081,0.0607431
spec-56583-KP195920N454621V03_sp16-023.fits,4756.38,2.79538,0.292139,0.0726063
spec-56435-KP194045N483045V01_sp07-203.fits,4674.65,2.62247,0.18029,0.0392556
spec-56571-KP194918N413456V01_sp05-172.fits,4603.4,2.39493,-0.205548,0.0687724
spec-56096-kepler08B56096_1_sp06-140.fits,4578.28,3.21932,-0.510842,-0.0371039
spec-56435-KP194045N483045V01_sp13-166.fits,4368.89,1.83002,-0.100857,0.0486963
